APN,RegisteredDate,PropertyType,PropertyAddress,PropertyCity,PropertyState,PropertyZip,CouncilDistrict,Lender,LenderContact,LenderContactPhone,PropertyManagement,PropertyManagementContact,PropertyManagementAddress,PropertyMgmtContactPhone
2654018012,01/06/2017,Single Family,"8627 N LANGDON AVE
LOS ANGELES, CA 91343
(34.227301, -118.469847)",LOS ANGELES,CA,91343,6,Trustee Corps,Ann Lewis,856-917-3308,"US Best Repair Service, Inc","US Best Repair Service, Inc",2501   Alton PKWY  Irvine CA 92606,714-559-7835
2368004075,01/04/2017,Single Family,"12021 W GUERIN ST 1-31
LOS ANGELES, CA 91604
(34.14589, -118.393144)",LOS ANGELES,CA,91604,2,Nationstar Mortgage LLC,Code Compliance,888-480-2432,Assurant Field Services,Property Registration Department Property Registration Department,101  W Louis Henna Blvd 400 Austin TX 78728,800-468-1743
2761033005,01/04/2017,Single Family,"9801 N BELMAR AVE
LOS ANGELES, CA 91324
(34.248309, -118.559065)",LOS ANGELES,CA,91324,12,Nationstar Mortgage LLC,Code Compliance,888-480-2432,Assurant Field Services,Property Registration Department Property Registration Department,101  W Louis Henna Blvd 400 Austin TX 78728,800-468-1743
6075006003,06/27/2017,Single Family,"755 W 111TH ST
LOS ANGELES, CA 90044
(33.934591, -118.289033)",LOS ANGELES,CA,90044,8,"Wells Fargo Bank, N.A. C/O Select Portfolio Servicing",N/A N/A,888-349-8964,Safeguard Properties,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097
2532023053,01/31/2017,Single Family,"11377 N DRONFIELD TER
LOS ANGELES, CA 91331
(34.27753, -118.402277)",LOS ANGELES,CA,91331,7,Caliber Home Loans,N/A N/A,214-874-4982,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,818-406-3611
4103009093,03/09/2017,Single Family,"7120 S LA TIJERA BLVD
LOS ANGELES, CA 90045
(33.97399, -118.375543)",LOS ANGELES,CA,90045,11,NATIONSTAR MORTGAGE LLC,Paula Acosta,800-468-1743,"AFAS c/o NEW BEGINNING PROPERTIES, INC",Chavez Lourdes,999  W Marshall BLVD  San Bernardino CA 92405,909-289-1453
4371019040,01/06/2017,Single Family,"10431 UNKNOWN ST (HH)
LOS ANGELES, CA 90077
",LOS ANGELES,CA,90077,5,Bank of America,VPR Department,800-669-2443,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437
5556027005,01/05/2017,Single Family,"8248 W HILLSIDE AVE
HOLLYWOOD, CA 90069
",HOLLYWOOD,CA,90069,4,PennyMac,Brittni Ferrante,800-468-1743,AFS c/o PRIORITY 1 PROPERTY PRESERVATION INC - SOUTH,Bill Kleiser,2780   Dove Tail DR  San Marcos CA 92078,800-468-1743
6074022008,03/03/2017,Single Family,"144 W 111TH PL
LOS ANGELES, CA 90061
(33.93392, -118.275601)",LOS ANGELES,CA,90061,8,Shellpoint Mortgage Services,Tracy Hall,866-825-2174,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660,949-642-4801
5453003039,02/03/2017,Multi-Family,"2637 E LOOSMORE ST
LOS ANGELES, CA 90065
(34.092531, -118.227371)",LOS ANGELES,CA,90065,1,CAM Trust,Steve Huff,310-535-9293,BSI Financial Services,Lee Sitterley,314  S Franklin ST 2 TITUSVILLE PA 16354,888-455-5574
2146037170,01/28/2017,Single Family,"5500 N OWENSMOUTH AVE
WOODLAND HILLS, CA 91367
(34.171021, -118.601825)",WOODLAND HILLS,CA,91367,3,Nationstar Mortgage LLC,Code Compliance,888-480-2432,Safeguard Properties,Safeguard Properties,7887   Safeguard Cir  Valley View OH 44125,800-852-8306
2107011026,01/19/2017,Multi-Family,"20137 W ARMINTA ST
WINNETKA, CA 91306
(34.213163, -118.572333)",WINNETKA,CA,91306,3,Federal National Mortgage Association,Aileen Cabalu,626-396-4692,Pinnacle Estate Properties,Raquel Magro,18569   Devonshire ST  Northridge CA 91324,818-968-4585
2340035025,01/24/2017,Single Family,"11859 W BURBANK BLVD
LOS ANGELES, CA 91607
(34.172163, -118.391934)",LOS ANGELES,CA,91607,2,Bank of America,VPR Department,800-669-2443,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437
2116018203,02/16/2017,Single Family,"7241 N CALVIN AVE
LOS ANGELES, CA 91335
(34.202204, -118.555714)",LOS ANGELES,CA,91335,3,Shellpoint Mortgage Services,Tracy Hall,866-825-2174,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660,949-642-4801
2167012002,01/12/2017,Single Family,"4923 N ESCOBEDO DR
LOS ANGELES, CA 91364
(34.159272, -118.590567)",LOS ANGELES,CA,91364,3,Ocwen Loan Servicing LLC,Judy Credit,407-737-5247,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656,949-625-4480
4379035177,01/31/2017,Single Family,"3028 GREENTREE
LOS ANGELES, CA 90077
(34.128109, -118.448817)",LOS ANGELES,CA,90077,5,bayview,Willie Walton,714-848-7920,"Sables Servco, LLC",Jesse Talavera,30   Corporate Park  450 Irvine CA 92606,714-580-8567
2212015013,01/25/2017,Single Family,"14227 W LANARK ST
LOS ANGELES, CA 91402
(34.21743, -118.442856)",LOS ANGELES,CA,91402,6,Carrington Mortgage Services,Marshayla Johnson,866-563-1100,Pinelands Preservation,Aaron Noble,1906   Irvine AVE  Newport Beach CA 92660,949-294-8778
6119024008,01/04/2017,Single Family,"841 W 148TH ST
LOS ANGELES, CA 90247
(33.898269, -118.29073)",LOS ANGELES,CA,90247,15,Ditech Financial LLC,Property Department,800-468-1743,AFS c/o PRIORITY 1 PROPERTY PRESERVATION INC - SOUTH,Bill Kleiser,2780   Dove Tail DR  San Marcos CA 92078,800-468-1743
2627010006,01/18/2017,Single Family,"13267 W RELIANCE ST
LOS ANGELES, CA 91331
(34.230552, -118.421546)",LOS ANGELES,CA,91331,6,REVERSE MORTGAGE SOLUTIONS,Josefina Martinez,832-606-5907,KMC Landscaping Services Inc.,Matt Cohick,42263  W 50 ST 127 Lancaster CA 93536,661-733-2822
5007019004,01/30/2017,Single Family,"5415 S CHESLEY AVE
LOS ANGELES, CA 90043
(33.992578, -118.334438)",LOS ANGELES,CA,90043,8,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660,949-642-4801
2615028010,01/01/2017,Single Family,"10864 N SHARP AVE
LOS ANGELES, CA 91345
(34.267633, -118.44669)",LOS ANGELES,CA,91345,7,U.S. Bank NA c/o Select Portfolio Servicing,NA NA,888-349-8964,Safeguard Properties,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097
5022026011,01/18/2017,Single Family,"4155 S 2ND AVE
LOS ANGELES, CA 90008
(34.008715, -118.31928)",LOS ANGELES,CA,90008,10,FANNIE MAE,Fannie Mae Fannie Mae,800-232-6643,"SUCCESS WITH INTEGRITY REALTY, INC.",Benedict Garcia,11949   JEFFERSON BLVD   CULVER CITY CA 90230,310-204-8969
2121018024,06/21/2017,Single Family,"7134 N YARMOUTH AVE
LOS ANGELES, CA 91335
(34.199868, -118.519761)",LOS ANGELES,CA,91335,3,Shellpoint Mortgage Servicing,Tracy Hall,864-312-4380,New Beginning Properties Inc,Jose Chavez,999  W Marshall BLVD  San Bernardino CA 92405,877-339-8202
2113025015,01/26/2017,Single Family,"7431 N KELVIN AVE
LOS ANGELES, CA 91306
(34.205659, -118.58624)",LOS ANGELES,CA,91306,3,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437
4311023037,02/09/2017,Single Family,"9313 NATIONAL
LOS ANGELES, CA 90034
(34.031328, -118.395182)",LOS ANGELES,CA,90034,5,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,"Kash Construction and Management, INC.",Rob Kash,533  S Los Angeles ST 504 Los Angeles CA 90013,818-636-9795
5504006005,01/12/2017,Single Family,"414 S LORRAINE BLVD
LOS ANGELES, CA 90020
(34.066686, -118.319973)",LOS ANGELES,CA,90020,4,Bank of America,VPR Department,800-669-2443,Joshua Krom,Joshua Krom,1702  S Robertson BLVD 777 Los Angeles CA 90035,323-325-1441
2103022026,01/12/2017,Single Family,"18618 W ARMINTA ST
LOS ANGELES, CA 91335
(34.213831, -118.539036)",LOS ANGELES,CA,91335,3,Bank of America,VPR Department,800-669-2443,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437
2167011019,06/14/2017,Single Family,"21203 W DUMETZ ROAD
LOS ANGELES, CA 91364
(34.158192, -118.59324)",LOS ANGELES,CA,91364,3,Fay Servicing LLC,Grace Wesson,877-338-3791,Bron Inc,Grace Wesson,41951   Remington  150 Temecula CA 92590,877-338-3791
5501015025,06/28/2017,Single Family,"148 S MADISON AVE
LOS ANGELES, CA 90004
(34.071979, -118.288974)",LOS ANGELES,CA,90004,13,"U.S. Bank, N.A. C/O Select Portfolio Servicing",N/A N/A,888-349-8964,Safeguard Properties,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097
5036023017,06/20/2017,Single Family,"3921 S DENKER AVE
LOS ANGELES, CA 90062
(34.013767, -118.304542)",LOS ANGELES,CA,90062,8,Wells Fargo Bank NA c/o Select Portfolio Servicing,NA NA,888-349-8964,Safeguard Properties,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097
7423020026,01/19/2017,Single Family,"1124 N CARY AVE
LOS ANGELES, CA 90744
(33.785784, -118.257413)",LOS ANGELES,CA,90744,15,"US Bank, N.A., as Trustee, c/o Select Portfolio Servicing",Code Violations,888-349-8964,Safeguard Properties,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097
5179013018,01/31/2017,Single Family,"3449 E 3RD ST
LOS ANGELES, CA 90063
(34.034221, -118.194837)",LOS ANGELES,CA,90063,14,BSI Financial Services,BSI SERVICES,555-555-5555,BSI Financial,registrations dept,5716   Corsa AVE  Westlake Village CA 91362,814-827-4661
2325013012,01/10/2017,Single Family,"6609 N TEESDALE AVE
LOS ANGELES, CA 91606
(34.190654, -118.40814)",LOS ANGELES,CA,91606,2,JP Morgan Chase NA,Amy Lott,888-310-1506,Safeguard Properties,Safeguard Properties,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,800-852-8306
2184042007,01/10/2017,Single Family,"4047 N FALLING LEAF DR
LOS ANGELES, CA 91316
(34.145449, -118.527767)",LOS ANGELES,CA,91316,5,JP Morgan Chase NA,Amy Lott,888-310-1506,Safeguard Properties,Safeguard Properties,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,800-852-8306
2222022009,01/10/2017,Single Family,"15354 W LEADWELL ST
VAN NUYS, CA 91406
(34.203907, -118.468166)",VAN NUYS,CA,91406,6,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360,805-496-1084
6042027018,01/04/2017,Single Family,"902 E 88TH PL
LOS ANGELES, CA 90002
(33.956517, -118.258422)",LOS ANGELES,CA,90002,9,Bank of America,VPR Department,800-669-2443,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,216-804-7437
5454012035,04/05/2017,Single Family,"3647 E ROSEVIEW AVE
LOS ANGELES, CA 90065
(34.098153, -118.222907)",LOS ANGELES,CA,90065,1,Fay Servicing LLC,Grace Wesson,877-338-3791,Bron Inc,Grace Wesson,41951   Remington  150 Temecula CA 92590,877-338-3791
2032025018,02/27/2017,Single Family,"6425 N VALLEY CIRCLE TER
LOS ANGELES, CA 91307
(34.18639, -118.655992)",LOS ANGELES,CA,91307,12,Shellpoint Mortgage Services,Tracy Hall,866-825-2174,Pinelands Preservation,Aaron Noble,1906   Irvine AVE  Newport Beach CA 92660,949-294-8778
2118027020,06/21/2017,Single Family,"7252 N CAPPS AVE
LOS ANGELES, CA 91335
(34.202684, -118.539679)",LOS ANGELES,CA,91335,3,Shellpoint Mortgage Servicing,Tracy Hall,864-312-4380,New Beginning Properties Inc,Jose Chavez,999  W Marshall BLVD  San Bernardino CA 92405,877-339-8202
2741009024,01/05/2017,Single Family,"20155 W TUBA ST
LOS ANGELES, CA 91311
(34.256065, -118.573035)",LOS ANGELES,CA,91311,12,Nationstar Mortgage LLC,Paula Acosta,972-315-8837,"Mortgage Contracting Services, Inc.","Mortgage Contracting Services, Inc.",6504   International Pkwy 1500 Plano TX 75093,813-387-1100
5082014032,01/19/2017,Multi-Family,"4431 W VICTORIA PARK PL
LOS ANGELES, CA 90019
(34.046465, -118.33172)",LOS ANGELES,CA,90019,10,"Deutsche Bank, as Trustee, c/o Select Portfolio Servicing",Code Violations,888-349-8964,Safeguard Properties,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097
2368009075,03/06/2017,Single Family,"4328 N GENTRY AVE
LOS ANGELES, CA 91604
(34.149387, -118.393177)",LOS ANGELES,CA,91604,2,CALIBER HOME LOANS,CHRISTINE CAYANAN,874-214-4174,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,818-406-3611
5478011026,02/06/2017,Single Family,"5241 E BALTIMORE ST
LOS ANGELES, CA 90042
(34.117809, -118.201904)",LOS ANGELES,CA,90042,1,PennyMac Loan Services,Manny Mata,805-330-4849,"PennyMac Loan Services, LLC",Giselle Martinez,6101   Condor DR  Moorpark CA 93021,866-545-9070
4379024011,06/02/2017,Vacant Residential,"2427 N BUSHROD LANE
LOS ANGELES, CA 90077
",LOS ANGELES,CA,90077,5,Jahangir Mostaghel,Jahangir Mostaghel,310-795-1705,NULL,NULL,,NULL
4256023027,01/31/2017,Single Family,"2568 S MILITARY AVE
LOS ANGELES, CA 90064
(34.035067, -118.430578)",LOS ANGELES,CA,90064,5,Shellpoint Mortgage Services,Tracy Hall,866-825-2174,Pinelands Preservation,Aaron Noble,1906   Irvine AVE  Newport Beach CA 92660,949-294-8778
5302003122,04/18/2017,Single Family,"4260 E VIA ARBOLADA
LOS ANGELES, CA 90042
(34.097131, -118.187963)",LOS ANGELES,CA,90042,14,"champion Mortgage Company Nationstar Mortgage LLC, DBA",Darryl Sanders,214-687-4188,Carlos Sims,Carlos Sims,11820   Cherrylee DR  El Monte CA 91732,626-485-8889
5443024002,05/23/2017,Single Family,"2457 N AVON ST
LOS ANGELES, CA 90031
(34.092502, -118.245129)",LOS ANGELES,CA,90031,13,Milestone Financial,Christina Chieng,650-316-8970,Milestone Financial,Curt Boswell,2679   Zorada DR  Los Angeles CA 90046,650-799-6179
5115022029,06/27/2017,Multi-Family,"4166 S WADSWORTH AVE
LOS ANGELES, CA 90011
(34.007716, -118.258943)",LOS ANGELES,CA,90011,9,"U.S. Bank, N.A. C/O Select Portfolio Servicing",N/A N/A,888-349-8964,Safeguard Properties,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097
4294006056,01/17/2017,Single Family,"5106 S PACIFIC AVE
LOS ANGELES, CA 90292
(33.968505, -118.457037)",LOS ANGELES,CA,90292,11,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660,949-642-4801
5058021019,02/28/2017,Multi-Family,"1871 W 25TH ST
LOS ANGELES, CA 90018
(34.03365, -118.305059)",LOS ANGELES,CA,90018,8,Nationstar Mortgage LLC,Paula Acosta,972-315-8837,"Mortgage Contracting Services, Inc",Property Registration Property Registration,6504   INTERNATIONAL PKWY  PLANO TX 75093,813-387-1100
6001003027,01/16/2017,Single Family,"5845 S CIMARRON ST
LOS ANGELES, CA 90047
(33.987772, -118.315697)",LOS ANGELES,CA,90047,8,CALIBER HOME LOANS,CHRISTINE CAYANAN,874-214-4174,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437
2354011001,03/31/2017,Single Family,"11594 W HUSTON ST
LOS ANGELES, CA 91601
(34.159501, -118.385363)",LOS ANGELES,CA,91601,2,Bank of America,VPR Department,800-669-2443,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,818-406-3611
2679002021,03/09/2017,Single Family,"16532 W KINGSBURY ST
LOS ANGELES, CA 91344
(34.263802, -118.491458)",LOS ANGELES,CA,91344,12,"Trinity Financial Services, LLC",David Vo,855-734-0411,"Trinity Financial Services, LLC",Don Madden III,2618   San Miguel DR 303 Newport Beach CA 92660,855-818-6806
2017027016,02/20/2017,Single Family,"7753 N GRAYSTONE DR
LOS ANGELES, CA 91304
(34.212524, -118.65436)",LOS ANGELES,CA,91304,12,Shellpoint Mortgage Services,Tracy Hall,866-825-2174,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660,949-642-4801
2511024030,01/23/2017,Single Family,"13252 W BEAVER ST
LOS ANGELES, CA 91342
(34.319312, -118.420197)",LOS ANGELES,CA,91342,7,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,NA,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097
2274003005,01/16/2017,Single Family,"3952 N BEVERLY GLEN BLVD
LOS ANGELES, CA 91423
",LOS ANGELES,CA,91423,4,JP Morgan Chase NA,Amy Lott,888-310-1506,Safeguard Properties INS,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437
2108028003,02/21/2017,Single Family,"20725 W ARMINTA ST
LOS ANGELES, CA 91306
(34.212685, -118.585735)",LOS ANGELES,CA,91306,3,Shellpoint Mortgage Services,Tracy Hall,866-825-2174,Eddy Leon,Eddy Leon,1650   Ximeno AVE 90804 Long Beach CA 90804,866-627-2256
5059019019,05/25/2017,Single Family,"2508 S 7TH AVE
LOS ANGELES, CA 90018
(34.034125, -118.32481)",LOS ANGELES,CA,90018,10,GREGORY FUNDING,DALEANA BAUTSITA,503-505-5645,Coldwell Banker,Philip Boroda,15490   VENTURA BLVD 100 SHERMAN OAKS CA 91403,310-968-3844
2763026014,02/15/2017,Single Family,"9719 N RHEA AVE
LOS ANGELES, CA 91324
(34.246955, -118.541758)",LOS ANGELES,CA,91324,12,Nationstar Mortgage LLC,Paula Acosta,972-315-8837,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660,949-642-4801
4245006013,04/07/2017,Single Family,"3560 S GREENWOOD AVE
LOS ANGELES, CA 90066
(34.004461, -118.445985)",LOS ANGELES,CA,90066,11,"SAMY S, ANTOUN AND SAMIA Z. ANTOUN",SAMY ANTOUN,818-880-5956,NULL,NULL,,NULL
5116007035,04/11/2017,Multi-Family,"1415 E VERNON AVE
LOS ANGELES, CA 90011
(34.003882, -118.249436)",LOS ANGELES,CA,90011,9,Specialized Loan Servicing as Servicing Agent for Beneficiary,Hunter Robinson,877-367-0512,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,562-961-2205
6016009016,01/16/2017,Single Family,"1903 W 65TH PL
LOS ANGELES, CA 90047
(33.979815, -118.311352)",LOS ANGELES,CA,90047,8,Statebridge Company LLC,Frank Robbins,303-962-6753,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437
5016005017,03/28/2017,Multi-Family,"1753 1/4 W 45TH ST
LOS ANGELES, CA 90062
(34.002793, -118.310804)",LOS ANGELES,CA,90062,8,RoundPoint Mortgage Servicing Corporation,Elizabeth Harting,704-426-8874,Pinelands Preservation,Aaron Noble,1906   Irvine AVE  Newport Beach CA 92660,949-294-8778
5064003019,03/30/2017,Single Family,"1811 S COCHRAN PL
LOS ANGELES, CA 90019
(34.043265, -118.355089)",LOS ANGELES,CA,90019,10,Dakota REO,Coretta Gerould,800-468-1743,"Mortgage Contracting Services, Inc.","Mortgage Contracting Services, Inc. Mortgage Contracting Services, Inc.",6504   International Parkway PKWY 1500 Plano TX 75093,813-387-1100
5542022012,01/19/2017,Multi-Family,"1258 N VIRGIL AVE 1-4
LOS ANGELES, CA 90029
(34.095143, -118.286584)",LOS ANGELES,CA,90029,13,"SETERUS, INC",KEVIN QUILLAN,877-735-3637,SO CAL INSPECTORS INC,Suzanne Phillips,9525   Stewart and Gray RD  Downey CA 90241,760-591-9244
5518002003,01/16/2017,Multi-Family,"115 1/2 S NORMANDIE AVE
LOS ANGELES, CA 90004
(34.072751, -118.300388)",LOS ANGELES,CA,90004,10,"Bank of New York Mellon, as Trustee, c/o Select Portfolio Servicing",Code Violations,888-349-8964,Safeguard Properties,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097
2336012003,01/12/2017,Single Family,"6442 N BAKMAN AVE
LOS ANGELES, CA 91606
(34.188051, -118.377802)",LOS ANGELES,CA,91606,2,Carrington Mortgage Services,Marshayla Johnson,866-563-1100,Pinelands Preservation,Aaron Noble,1906   Irvine AVE  Newport Beach CA 92660,949-294-8778
5034009013,01/19/2017,Single Family,"3940 S SUTRO AVE
LOS ANGELES, CA 90008
(34.013068, -118.323159)",LOS ANGELES,CA,90008,10,"SETERUS, INC",KEVIN QUILLAN,877-735-3637,SO CAL INSPECTORS INC,Suzanne Phillips,9525   Stewart and Gray RD  Downey CA 90241,760-591-9244
2506034067,01/23/2017,Single Family,"12637 N RALSTON AVE
LOS ANGELES, CA 91342
(34.299895, -118.45596)",LOS ANGELES,CA,91342,7,Bank of America,VPR Department,800-669-2443,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437
5216007004,02/02/2017,Multi-Family,"2418 N EASTERN AVE
LOS ANGELES, CA 90032
(34.073926, -118.180305)",LOS ANGELES,CA,90032,14,JP Morgan Chase NA,Amy Lott,888-310-1506,Pinelands Preservation,Aaron Noble,1906   Irvine AVE  Newport Beach CA 92660,949-294-8778
2164018016,01/05/2017,Single Family,"5360 N BOTHWELL ROAD
LOS ANGELES, CA 91356
(34.16882, -118.561149)",LOS ANGELES,CA,91356,3,Erasmus partners inc,keith Blinkinsoph,818-264-5813,NULL,NULL,,NULL
5002029004,01/18/2017,Single Family,"1116 W 51ST PL
LOS ANGELES, CA 90037
(33.995966, -118.294318)",LOS ANGELES,CA,90037,9,BSI Financial Services,BSI SERVICES,555-555-5555,BSI Financial,registrations dept,5716   Corsa AVE  Westlake Village CA 91362,814-827-4661
2332005007,04/11/2017,Single Family,"6251 N GOODLAND PL
LOS ANGELES, CA 91606
(34.184539, -118.411123)",LOS ANGELES,CA,91606,2,JP Morgan Chase NA,Amy Lott,888-310-1506,Pinelands Preservation,Aaron Noble,1906   Irvine AVE  Newport Beach CA 92660,949-294-8778
2314013026,04/24/2017,Single Family,"7918 N ELOISE AVE
LOS ANGELES, CA 91352
(34.214247, -118.377195)",LOS ANGELES,CA,91352,6,Nationstar Mortgage LLC,Paula Acosta,972-315-8837,Pinelands Preservation,Aaron Noble,1906   Irvine AVE  Newport Beach CA 92660,949-294-8778
5109010017,02/10/2017,Multi-Family,"4603 S SAN PEDRO ST
LOS ANGELES, CA 90011
(34.00159, -118.269605)",LOS ANGELES,CA,90011,9,Nationstar Mortgage LLC,Paula Acosta,972-315-8837,"Mortgage Contracting Services, Inc.","Mortgage Contracting Services, Inc.",6504   International Pkwy 1500 Plano TX 75093,813-387-1100
2124022008,01/04/2017,Single Family,"18141 W DELANO ST
LOS ANGELES, CA 91335
(34.182567, -118.528734)",LOS ANGELES,CA,91335,3,Capital One,Linda Coy,800-468-1743,"AFAS c/o NEW BEGINNING PROPERTIES, INC",Chavez Lourdes,999  W Marshall BLVD  San Bernardino CA 92405,909-289-1453
7423020033,04/03/2017,Single Family,"1131 N LECOUVREUR AVE
LOS ANGELES, CA 90744
(33.78592, -118.25642)",LOS ANGELES,CA,90744,15,Shellpoint Mortgage Services,Tracy Hall,866-825-2174,Pinelands Preservation,Aaron Noble,1906   Irvine AVE  Newport Beach CA 92660,949-294-8778
2367005034,01/17/2017,Single Family,"4251 N LAUREL CANYON BLVD
LOS ANGELES, CA 91604
(34.148202, -118.396466)",LOS ANGELES,CA,91604,2,Ocwen Loan Servicing LLC,Judy Credit,407-737-5247,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656,949-625-4480
2502002089,03/24/2017,Single Family,"15151 W FOOTHILL BLVD
LOS ANGELES, CA 91342
(34.322813, -118.462463)",LOS ANGELES,CA,91342,7,The Money Source Inc.,Default Money Source,877-272-2149,SO CAL INSPECTORS INC.,SUZANNE PHILLIPS,9525   STEWART AND GARY RD  DOWNEY CA 90241,760-591-9244
